epsilon,drug,B,alpha,js_global,n,prevalence,acc_tree_baseline,acc_tree_rappor,acc_tree_dpseg,acc_logreg_baseline,acc_logreg_rappor,acc_logreg_dpseg,delta_tree_rappor,delta_tree_dpseg,delta_logreg_rappor,delta_logreg_dpseg,match_rappor,hamming_rappor,match_dpseg,hamming_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score
3.0,inhalants,30,0.7,0.4052837335586774,173729,0.012467693937108946,0.026549218959023648,0.02467673854498921,0.0247382349557013,0.039951573849878935,0.025014749262536874,0.023842169408897013,-0.001872480414034438,-0.0018109840033223475,-0.014936824587342062,-0.016109404440981922,0.0030967771644342624,0.9969032228355658,0.07421328621013187,0.9257867137898681,0.005385106667635345,0.0016595280911109705,6.84285902356647e-05,0.30816995716812534,0.012707007392615379,0.017603729670345864
3.0,hallucinogens,30,0.7,0.4052837335586774,173729,0.037564252370070626,0.07851967085601998,0.07266656662665066,0.04546393883033684,0.12186291450670617,0.06782968426804044,0.07093204709887928,-0.005853104229369313,-0.033055732025683134,-0.05403323023866573,-0.05093086740782689,0.0028838017832371107,0.9971161982167629,0.05331291839589245,0.9466870816041075,0.013547617218109237,0.0014423066800223162,6.762404567421394e-05,0.10646201887770865,0.004991582252842234,0.03235214195158013
3.0,tobacco,30,0.7,0.4052837335586774,173729,0.16289163006751894,0.302540500736377,0.28007216989720757,0.14393597108371523,0.40186823015005463,0.24328163501956807,0.23505785598163909,-0.022468330839169437,-0.15860452965266178,-0.15858659513048656,-0.16681037416841554,0.003171606352422451,0.9968283936475776,0.04367722141956726,0.9563227785804327,0.05429988181042541,0.0013443200964427344,7.444075889788751e-05,0.024757330064475926,0.0013709193540748209,0.10242484677398082
3.0,nicotine_vaping,30,0.7,0.4052837335586774,115739,0.1784532439367888,0.3278776929921536,0.302443092621664,0.10734277247283504,0.4122025176881375,0.26616731263336674,0.25338138250573317,-0.025434600370489557,-0.22053492051931856,-0.14603520505477074,-0.15882113518240432,0.0031190869110671424,0.9968809130889329,0.0388719446340473,0.9611280553659527,0.05483569776743507,0.0023512908325291817,7.900786066936377e-05,0.04287883492430961,0.0014408107106514045,0.07638512416350612
3.0,opioid_misuse,30,0.7,0.4052837335586774,173729,0.22239810279227992,0.37221374045801525,0.3632345047519813,0.10134128166915052,0.3906582997868814,0.31591645932292844,0.28184562837363913,-0.008979235706033928,-0.27087245878886473,-0.07474184046395294,-0.10881267141324225,0.0032003868093409852,0.996799613190659,0.05011253158655147,0.9498874684134485,0.020121341735948026,0.001395404551944061,6.0536897791633494e-05,0.06934947829304465,0.0030085915037902553,0.07211446290103879
3.0,tranquilizer_misuse,30,0.7,0.4052837335586774,173729,0.09864213804258357,0.12740167633784655,0.011845271145659819,0.12703412073490813,0.25456872644528195,0.16200525902400711,0.15892328847035292,-0.11555640519218673,-0.00036755560293841305,-0.09256346742127483,-0.09564543797492903,0.0029413626970741786,0.9970586373029259,0.04960599554478527,0.9503940044552147,0.024262844133152273,0.0013909856126851344,0.00011312788793777385,0.05732986640195734,0.00466259797560988,0.0903974889207695
3.0,sedative_misuse,30,0.7,0.4052837335586774,173729,0.042117320654582714,0.11339846475924634,0.011244979919678716,0.05008773329079598,0.12302779864763336,0.07458463324385112,0.07396989508894633,-0.10215348483956763,-0.06331073146845036,-0.04844316540378224,-0.04905790355868703,0.0030737527988994352,0.9969262472011006,0.06697212324942871,0.9330278767505713,0.009880353638596753,0.001434238409638709,6.545218684022636e-05,0.14516063514528263,0.006624478154763916,0.035642434402877524
3.0,stimulant_misuse,30,0.7,0.4052837335586774,173729,0.0796470364763511,0.11082547843473294,0.1472425582186264,0.14594850734481124,0.1956482647005934,0.13399249914763042,0.1432266920071798,0.036417079783893455,0.035123028910078305,-0.06165576555296298,-0.052421572693413604,0.003056484524748315,0.9969435154752517,0.0525934069729291,0.9474065930270709,0.01357721918821553,0.0014350395730232455,7.664116605751118e-05,0.10569466052877759,0.005644835293226508,0.10385696771371415
3.0,pain_reliever_misuse,30,0.7,0.4052837335586774,173729,0.22173039619176993,0.3726790450928382,0.3625142423091531,0.14157316571697115,0.39089161959117114,0.3076548552880714,0.31215455343767756,-0.010164802783685145,-0.23110587937586707,-0.08323676430309973,-0.07873706615349357,0.003234923357643226,0.9967650766423568,0.05212716357084885,0.9478728364291511,0.019851978802733566,0.001525883063948086,7.518873469032714e-05,0.07686302101722856,0.0037874680120036116,0.10074347431493967
5.0,marijuana,30,0.7,0.40247649792706774,173729,0.2363278439408504,0.3987220008245156,0.38210116731517507,0.3752947669459636,0.45853000674308836,0.3198781009409752,0.33859200303202575,-0.016620833509340516,-0.023427233878552,-0.13865190580211317,-0.11993800371106261,0.0028895578746208177,0.9971104421253791,0.05213291966223256,0.9478670803377675,0.039295271960494954,0.0014563278214119147,0.00011559848960749014,0.03706114625891932,0.002941791310763945,0.2675943358057469
